1,x1,x1^2,x1^3,x1^4,x1^5,x1^6,x1^7,x1^8,x1^9,x1^10,x1^11,x1^12,x1^13,x1^14,x1^15,x1^16,x1^17,x1^18,x1^19,x1^20,x1^21,x1^22,x1^23,x1^24,x1^25,x1^26,x1^27,x1^28,x1^29,x1^30,x1^31,x1^32,x1^33,x1^34,x1^35,x1^36,x1^37,x1^38,y
1.0,0.16857142857142857,0.028416326530612244,0.004790180758017492,0.0008074876134943772,0.00013611934056048072,2.2945831694481037e-05,3.868011628498232e-06,6.520362459468448e-07,1.0991468145961098e-07,1.8528474874620136e-08,3.123371478864537e-09,5.265111921514506e-10,8.875474381981595e-11,1.4961513958197546e-11,2.522083781524729e-12,4.251512660284543e-13,7.166835627336801e-14,1.208123720036775e-14,2.0365514137762776e-15,3.4330438117942966e-16,5.787130997024671e-17,9.755449394984444e-18,1.6444900408688063e-18,2.772140354607416e-19,4.6730365977667873e-20,7.877404550521156e-21,1.3279053385164234e-21,2.2384689992133993e-22,3.773419170102587e-23,6.360906601030075e-24,1.0722671127450698e-24,1.8075359900559748e-25,3.0469892403800716e-26,5.136353290926406e-27,8.658424118990227e-28,1.4595629229154954e-28,2.4604060700575494e-29,4.147541660954155e-30,4.564063998214285
1.0,0.18142857142857144,0.03291632653061225,0.005971962099125366,0.0010834845522698878,0.00019657505448325108,3.566433131338984e-05,6.470528681143585e-06,1.1739387750074791e-06,2.1298603489421408e-07,3.8641752045093126e-08,7.010717871038325e-09,1.271944528031239e-09,2.3076707865709623e-10,4.186774141350175e-11,7.59600451359246e-12,1.3781322474660606e-12,2.500325648974139e-13,4.536305105995938e-14,8.230153549449773e-15,1.493185001114459e-15,2.7090642163076615e-16,4.915016506729615e-17,8.917244233638017e-18,1.6178428823886117e-18,2.9352292294764815e-19,5.3253444591930454e-20,9.661696375964526e-21,1.7529077710678497e-21,3.180275527508813e-22,5.769928457051704e-23,1.0468298772079522e-23,1.899248491505856e-24,3.4457794060177677e-25,6.251628350917951e-26,1.1342240008093996e-26,2.0578064014684825e-27,3.733448756949961e-28,6.773542744752073e-29,4.132549829285715
1.0,0.19142857142857142,0.03664489795918367,0.007014880466472303,0.0013428485464389837,0.0002570595788897483,4.920854795889467e-05,9.41992203784555e-06,1.803242218673291e-06,3.451920818603157e-07,6.607962709897472e-08,1.2649528616089445e-08,2.4214811922228365e-09,4.6354068536837153e-10,8.873493119908826e-11,1.6986401115254035e-11,3.2516824992057725e-12,6.224649355622478e-13,1.1915757337905887e-13,2.2810164046848412e-14,4.366517117539553e-15,8.35876133929e-16,1.600105742092657e-16,3.063059563434515e-17,5.863571164288928e-18,1.1224550514495947e-18,2.1486996699177956e-19,4.1132250824140654e-20,7.873888014906925e-21,1.5072871342821828e-21,2.8853782284830354e-22,5.523438323096096e-23,1.0573439075641098e-23,2.02405833733701e-24,3.8746259600451335e-25,7.41714112351497e-26,1.4198527293585798e-26,2.7180037962007097e-27,5.2030358384413585e-28,3.588135689285714
1.0,0.1957142857142857,0.03830408163265306,0.0074966559766763835,0.0014672026697209492,0.0002871525225025286,5.619985083263774e-05,1.09991136629591e-05,2.152683674036281e-06,4.21310947632815e-07,8.245657117956522e-08,1.6137928930857762e-08,3.158423233610733e-09,6.181485471495291e-10,1.2098050137069355e-10,2.367761241112145e-11,4.634047000462341e-12,9.069491986619152e-13,1.7750291459526055e-13,3.4739856142215276e-14,6.7990861306907034e-15,1.3306782855780375e-15,2.6043275017741587e-16,5.097040967757996e-17,9.975637322612078e-18,1.9523747331397923e-18,3.821076263430736e-19,7.478392115571582e-20,1.4636281711904383e-20,2.864529420758429e-21,5.606293294912925e-22,1.0972316877186724e-22,2.1474391602494015e-23,4.2028452136309715e-24,8.225568489534901e-25,1.609861261523259e-25,3.150728468981235e-26,6.1664257178632744e-27,1.2068576047818123e-27,3.5709169246428574
1.0,0.19857142857142857,0.03943061224489796,0.007829793002915452,0.001554773182007497,0.0003087335318557744,6.130565846850377e-05,1.2173552181602892e-05,2.417319647489717e-06,4.800106157158153e-07,9.531639369214047e-08,1.8927112461725035e-08,3.758383760256828e-09,7.463076323938559e-10,1.4819537271820852e-10,2.942736686832998e-11,5.84343427813981e-12,1.1603390923734765e-12,2.30410191199876e-13,4.575288082397538e-14,9.085214906475111e-15,1.8040641028572006e-15,3.5823558613878697e-16,7.113535210470198e-17,1.412544848936225e-17,2.8049104857447895e-18,5.569750821693225e-19,1.1059933774505118e-19,2.1961868495088734e-20,4.36099960116762e-21,8.659699208032846e-22,1.7195688427379507e-22,3.414572416293931e-23,6.780365226640805e-24,1.3463868092901027e-24,2.6735395213046325e-25,5.308885620876342e-26,1.0541930018597307e-26,2.093326103692894e-27,4.2506998057142855
1.0,0.20142857142857143,0.0405734693877551,0.008172655976676385,0.0016462064181591003,0.0003315930070863331,6.679230571310424e-05,1.3453878722210997e-05,2.709995571188215e-06,5.458705364821976e-07,1.0995392234855696e-07,2.2147861501637902e-08,4.461212102472777e-09,8.986155806409451e-10,1.810068526719618e-10,3.645995175249516e-11,7.34407599585974e-12,1.4793067363088904e-12,2.9797464259936223e-13,6.002060658072867e-14,1.208986503983249e-14,2.4352442437376874e-15,4.905277690957342e-16,9.880630777499788e-17,1.9902413423249573e-17,4.0089147038259856e-18,8.075099617706629e-19,1.6265557801380495e-19,3.2763480714209285e-20,6.599501115290728e-21,1.3293280817942751e-21,2.67764656475704e-22,5.393545223296323e-23,1.0864141092639736e-23,2.1883484200888613e-24,4.407958960464706e-25,8.878888763221766e-26,1.7884618794489557e-26,3.602473214318611e-27,3.2181358317857143
1.0,0.20285714285714285,0.041151020408163264,0.008347778425655976,0.0016934064806330693,0.000343519600356994,6.968540464384735e-05,1.4136182084894749e-05,2.8676255086500775e-06,5.817183174690157e-07,1.1800571582942889e-07,2.393830235396986e-08,4.8560556203767425e-09,9.850855687049963e-10,1.9983164393729923e-10,4.053727634156641e-11,8.223276057860614e-12,1.6681502860231531e-12,3.383962008789825e-13,6.864608646402216e-14,1.3925348968415923e-14,2.8248565050215155e-15,5.730423195900788e-16,1.1624572768827311e-16,2.3581276188192545e-17,4.783630312461916e-18,9.703935776708458e-19,1.9685126861322872e-19,3.9932685918683536e-20,8.100630572075803e-21,1.6432707731925199e-21,3.3334921399048257e-22,6.76222691237836e-23,1.371766030796753e-23,2.7827253767591274e-24,5.64495719285423e-25,1.1451198876932866e-25,2.3229574864635242e-26,4.712285186826006e-27,3.8000359885714285
1.0,0.2257142857142857,0.050946938775510195,0.01149945189504373,0.0025955905705955843,0.0005858618716487175,0.0001322373938864248,2.9847868905793027e-05,6.7370904101647115e-06,1.520657549722892e-06,3.4323413265173843e-07,7.747284708424953e-08,1.7486728341873465e-08,3.947004397165725e-09,8.908952782174064e-10,2.0108779136907173e-10,4.538838719473333e-11,1.0244807395382666e-11,2.3123993835292303e-12,5.219415751394549e-13,1.1780966981719124e-13,2.6591325473023164e-14,6.0020420353395135e-15,1.3547466308337759e-15,3.057856681024808e-16,6.902019365741709e-17,1.5578843711245572e-17,3.516367580538286e-18,7.936943967500703e-19,1.7914816383787298e-19,4.0436299837691326e-20,9.127050534793185e-21,2.060105692139033e-21,4.64995284797096e-22,1.0495607856848738e-22,2.3690086305458577e-23,5.3471909089463645e-24,1.2069373765907508e-24,2.724230078590552e-25,2.927407812142857
1.0,0.22714285714285715,0.05159387755102041,0.011719180758017493,0.0026619282007496877,0.0006046379770274291,0.00013733919763908746,3.119561774944987e-05,7.08586174594647e-06,1.6095028822935554e-06,3.655870832638219e-07,8.304049462706811e-08,1.886205520814833e-08,4.28438111156512e-09,9.731665667697916e-10,2.210478344519955e-10,5.020943668266755e-11,1.1404714903634486e-11,2.590499528111262e-12,5.884134642424152e-13,1.336539154493486e-13,3.03585322234949e-14,6.895723747908127e-15,1.5663143941677032e-15,3.5577712667523543e-16,8.08122330590892e-17,1.8355921509135974e-17,4.1694164570751715e-18,9.470531666785033e-19,2.1511636214554575e-19,4.886214511591682e-20,1.109868724775825e-20,2.5209875319908026e-21,5.726243108379109e-22,1.3006752203318262e-22,2.9543908576108626e-23,6.710687805144674e-24,1.5242848014542902e-24,3.462304049017602e-25,2.973030646428571
1.0,0.23142857142857143,0.05355918367346939,0.012395125364431487,0.0028685861557684296,0.0006638727960492652,0.0001536391327999728,3.555648501942228e-05,8.228786533066299e-06,1.9043763119382007e-06,4.407270893342693e-07,1.0199684067450233e-07,2.3604983127527682e-08,5.462867523799263e-09,1.264263626936401e-09,2.925867250909956e-10,6.771292780677327e-11,1.5670706149567528e-11,3.6266491374713423e-12,8.393102289576535e-13,1.9424036727305695e-13,4.495277071176461e-14,1.040335550757981e-14,2.407633703182756e-15,5.571952284508664e-16,1.2895089572720052e-16,2.9842921582580694e-17,6.906504709111532e-18,1.5983625183943831e-18,3.699067542569858e-19,8.560699169947385e-20,1.9811903793306805e-20,4.585040592165289e-21,1.061109394186824e-21,2.4557103122609354e-22,5.683215294089594e-23,1.3152583966321631e-23,3.043883717920149e-24,7.044416604329488e-25,2.6580774067857145
1.0,0.24571428571428572,0.060375510204081634,0.014835125364431488,0.0036452022324031655,0.0008956782628190635,0.00022008094457839846,5.4077032096406476e-05,1.328749931511702e-05,3.2649284031430394e-06,8.022395504865755e-07,1.9712171811955853e-07,4.8435622166520096e-08,1.190132430377351e-08,2.9243254003557767e-09,7.185485269445623e-10,1.765576380492353e-10,4.338273392066924e-11,1.0659757477650157e-11,2.6192546945083245e-12,6.435882963649026e-13,1.5813883853537608e-13,3.885697175440669e-14,9.547713059654216e-15,2.3460094946578932e-15,5.764480472587966e-16,1.4164152018359001e-16,3.4803344959396406e-17,8.551679047165975e-18,2.101269708732211e-18,5.163119855742005e-19,1.2686523074108927e-19,3.1172599553524796e-20,7.659553033151807e-21,1.882061602431587e-21,4.624494223117614e-22,1.1363042948231853e-22,2.792061981565541e-23,6.860495154703902e-24,3.0316129021428573
1.0,0.25142857142857145,0.06321632653061225,0.01589439067055394,0.003996303940024991,0.0010047849906348548,0.0002526316547881921,6.351881606103117e-05,1.5970445181059264e-05,4.015426216952044e-06,1.0095928774050854e-06,2.5384049489042146e-07,6.382275300102026e-08,1.6046863611685095e-08,4.03463999379511e-09,1.0144237698684848e-09,2.5505511928121905e-10,6.41281442764208e-11,1.6123647703785803e-11,4.0539457083804306e-12,1.0192777781070798e-12,2.562755556383515e-13,6.443499684621409e-14,1.6200799207048117e-14,4.073343800629241e-15,1.024155012729638e-15,2.575018317720233e-16,6.474331770268015e-17,1.6278319879531008e-17,4.0928347125677965e-18,1.029055584874189e-18,2.587339756255104e-19,6.50531138715569e-20,1.6356211487705736e-20,4.112418888337442e-21,1.033979606210557e-21,2.599720152757972e-22,6.536439241220044e-23,1.6434475806496112e-23,2.9179114067857146
1.0,0.2542857142857143,0.06466122448979592,0.016442425655976676,0.004181073952519783,0.0010631873764978877,0.00027035336145232004,6.874699762644709e-05,1.7481379396439403e-05,4.445265046523162e-06,1.1303673975444614e-06,2.8743628108987734e-07,7.309094004856881e-08,1.858598189806464e-08,4.726149682650722e-09,1.2017923478740407e-09,3.055986256022561e-10,7.770936479600225e-11,1.976038133384057e-11,5.024782682033745e-12,1.2777304534314381e-12,3.2490860101542284e-13,8.261961568677895e-14,2.100898798892379e-14,5.342285517183478e-15,1.3584668886552274e-15,3.454387231151864e-16,8.784013244929026e-17,2.2336490822819524e-17,5.679850523516965e-18,1.4443048474085995e-18,3.672660897696153e-19,9.339051996998789e-20,2.3747875078082634e-20,6.038745376998155e-21,1.535566681579531e-21,3.90472670458795e-22,9.929162191666502e-23,2.5248441001666247e-23,2.452200315357143
1.0,0.26857142857142857,0.07213061224489796,0.019372221574344022,0.005202825222823823,0.0013973302027012553,0.00037528296872548,0.00010079028302912892,2.7069390299251768e-05,7.270064823227617e-06,1.9525316953811316e-06,5.243942267595039e-07,1.4083730661540962e-07,3.782487663385287e-08,1.0158681153091914e-08,2.7283315096875426e-09,7.327518911732257e-10,1.967962222008092e-10,5.285384253393161e-11,1.4195031994827347e-11,3.812380021467916e-12,1.0238963486228118e-12,2.7498930505869803e-13,7.38542705014789e-14,1.9835146934682904e-14,5.32715374817198e-15,1.4307212923661887e-15,3.8425086137834784e-16,1.0319880277018485e-16,2.7716249886849644e-17,7.443792826753905e-18,1.999190073471049e-18,5.369253340179389e-19,1.442028039933893e-19,3.872875307251027e-20,1.0401436539474187e-20,2.7935286706016386e-21,7.502619858187258e-22,2.0149893333417206e-22,2.359508738214285
1.0,0.29,0.0841,0.024388999999999997,0.007072809999999999,0.0020511148999999996,0.0005948233209999999,0.00017249876308999995,5.0024641296099985e-05,1.4507145975868995e-05,4.2070723330020086e-06,1.2200509765705824e-06,3.5381478320546886e-07,1.0260628712958596e-07,2.9755823267579927e-08,8.629188747598177e-09,2.5024647368034714e-09,7.257147736730067e-10,2.1045728436517193e-10,6.103261246589985e-11,1.7699457615110956e-11,5.132842708382177e-12,1.4885243854308312e-12,4.3167207177494104e-13,1.251849008147329e-13,3.6303621236272536e-14,1.0528050158519035e-14,3.0531345459705197e-15,8.854090183314506e-16,2.5676861531612066e-16,7.446289844167499e-17,2.1594240548085745e-17,6.262329758944866e-18,1.8160756300940112e-18,5.266619327272632e-19,1.527319604909063e-19,4.4292268542362826e-20,1.2844757877285219e-20,3.724979784412713e-21,2.2199968199999995
1.0,0.30857142857142855,0.09521632653061224,0.02938103790087463,0.009066148837984171,0.0027975544985779726,0.0008632453881326315,0.0002663728626237834,8.219505475248173e-05,2.5363045466480076e-05,7.826311172513852e-06,2.4149760189471313e-06,7.451926001322577e-07,2.2994514518366807e-07,7.0954501942389e-08,2.1894532027937176e-08,6.756027025763471e-09,2.084716910807014e-09,6.432840753347356e-10,1.9849908610328983e-10,6.125114656901514e-11,1.8900353798438956e-11,5.832109172089735e-12,1.7996222588162609e-12,5.553120112918748e-13,1.7135342062720706e-13,5.2874769793538174e-14,1.6315643250577494e-14,5.034541345892484e-15,1.5535156153039663e-15,4.793705327223667e-16,1.4792005009718743e-16,4.56439011728464e-17,1.408440379047832e-17,4.346044598204738e-18,1.3410651903031763e-18,4.138144015792658e-19,1.2769130105874487e-19,3.940188718384127e-20,1.520009015714286
1.0,0.32142857142857145,0.10331632653061226,0.03320881924198252,0.010674263327780096,0.0034310132125007454,0.0011028256754466682,0.00035447968139357193,0.00011393989759079098,3.662353851132567e-05,1.177185166435468e-05,3.783809463542576e-06,1.2162244704243994e-06,3.909292940649856e-07,1.2565584452088824e-07,4.03893785959998e-08,1.2982300262999936e-08,4.172882227392837e-09,1.341283573090555e-09,4.31126862779107e-10,1.385764916075701e-10,4.454244373100468e-11,1.4317214056394363e-11,4.601961660983902e-12,1.4792019624591116e-12,4.754577736475716e-13,1.5282571295814804e-13,4.912255059369044e-14,1.5789391262257645e-14,5.0751614771542434e-15,1.631301903371007e-15,5.243470403692523e-16,1.6854012011868824e-16,5.41736100381498e-17,1.7412946083691008e-17,5.597018384043539e-18,1.799041623442566e-18,5.78263378963682e-19,1.8587037180975495e-19,1.3674639792857146
1.0,0.32285714285714284,0.10423673469387754,0.033653574344023315,0.010865296859641813,0.0035079387003986422,0.0011325630661287044,0.0003656560756358388,0.00011805467584814224,3.811479534525735e-05,1.2305633925754514e-05,3.9729618103150286e-06,1.282699098758852e-06,4.141285661707151e-07,1.3370436564940228e-07,4.316740948109274e-08,1.393690648960994e-08,4.499629809502638e-09,1.4527376242108515e-09,4.690267186737891e-10,1.5142862631468048e-10,4.888981363873969e-11,1.578442554622167e-11,5.096114533494425e-12,1.6453169779567714e-12,5.312023385974719e-13,1.7150246931861234e-13,5.537079723715198e-14,1.7876857393709067e-14,5.771671101397499e-15,1.8634252413083353e-15,6.016201493366911e-16,1.942373625001317e-16,6.271091989289967e-17,2.0246668422564747e-17,6.53678151928519e-18,2.1104466047977896e-18,6.813727609775721e-19,2.1998606282990183e-19,1.7327229135714286
1.0,0.3242857142857143,0.10516122448979592,0.03410228279883382,0.011058883136193255,0.00358623781702267,0.0011629656920916372,0.00037713316014971666,0.00012229889621997954,3.9659784917050506e-05,1.2861101680243521e-05,4.17067154487897e-06,1.3524892009821804e-06,4.3859292660422136e-07,1.4222942048451178e-07,4.612296921426311e-08,1.495702001662532e-08,4.850347919677068e-09,1.5728985396667063e-09,5.100685264347748e-10,1.6540793642956267e-10,5.3639430813586754e-11,1.7394501135263134e-11,5.640788225292473e-12,1.8292270387734165e-12,5.931921968593794e-13,1.923637552672559e-13,6.238081777952441e-14,2.0229208051360058e-14,6.5600431823696185e-15,2.127328289139862e-15,6.898621737639267e-16,2.237124477777305e-16,7.254675092220689e-17,2.3525874941915664e-17,7.629105159735508e-18,2.4740098160856575e-18,8.0228604035920605e-19,2.6016990165934253e-19,1.226227727857143
1.0,0.32571428571428573,0.10608979591836736,0.03455496209912537,0.011255044798000836,0.0036659288770631297,0.001194045405671991,0.00038891764641887705,0.00012667603340500567,4.126019373763042e-05,1.3439034531685336e-05,4.37728553317751e-06,1.425744430806389e-06,4.6438532889122386e-07,1.5125693569599863e-07,4.926654476955384e-08,1.604681743922611e-08,5.226677680205076e-09,1.7024035872667962e-09,5.544971684240423e-10,1.8060764914383093e-10,5.882649143541922e-11,1.9160628638965118e-11,6.24089047097721e-12,2.032747181975434e-12,6.620947964148557e-13,2.1565373368941018e-13,7.024150183026503e-14,2.2878660596143468e-14,7.451906594172445e-15,2.4271924335304534e-15,7.905712497784905e-16,2.575003499278512e-16,8.387154254792869e-17,2.7318159572753918e-17,8.897914832268419e-18,2.898177973938857e-18,9.439779686543705e-19,3.074671097902807e-19,1.236963982142857
1.0,0.33,0.10890000000000001,0.035937000000000004,0.011859210000000002,0.003913539300000001,0.0012914679690000004,0.00042618442977000016,0.00014064086182410005,4.641148440195302e-05,1.5315789852644496e-05,5.054210651372684e-06,1.6678895149529858e-06,5.504035399344854e-07,1.8163316817838019e-07,5.993894549886546e-08,1.9779852014625604e-08,6.5273511648264496e-09,2.1540258843927283e-09,7.108285418496004e-10,2.3457341881036816e-10,7.74092282074215e-11,2.5545045308449095e-11,8.429864951788201e-12,2.7818554340901065e-12,9.180122932497352e-13,3.0294405677241266e-13,9.997153873489618e-14,3.299060778251574e-14,1.0886900568230195e-14,3.592677187515964e-15,1.1855834718802683e-15,3.9124254572048856e-16,1.2911004008776123e-16,4.260631322896121e-17,1.40600833655572e-17,4.639827510633876e-18,1.5311430785091792e-18,5.052772159080291e-19,1.2509708224999998
1.0,0.33714285714285713,0.11366530612244898,0.03832144606413994,0.012919801815910036,0.004355818897935383,0.0014685332284467864,0.0004951054884477737,0.00016692127896239227,5.627631690732082e-05,1.897315827161102e-05,6.396664788714572e-06,2.1565898430523415e-06,7.270788613719322e-07,2.451294446911086e-07,8.264364135300232e-08,2.786271337044078e-08,9.393714793462892e-09,3.1670238446532034e-09,1.067739467625937e-09,3.5998073479960164e-10,1.2136493344672282e-10,4.0917320419180836e-11,1.3794982312752395e-11,4.650879751156522e-12,1.5680108875327702e-12,5.286436706539054e-13,1.7822843753474524e-13,6.008844465457125e-14,2.025838991211259e-14,6.829971456083673e-15,2.3026760909082097e-15,7.763307963633393e-16,2.617343827739258e-16,8.824187762092355e-17,2.975011874076851e-17,1.0030040032601954e-17,3.381556353848659e-18,1.1400675707261194e-18,1.5016618964285715
1.0,0.3385714285714286,0.11463061224489797,0.0388106501457726,0.01314017726364015,0.004448888587832451,0.0015062665647375584,0.0005099788226325734,0.00017266425851988556,5.845918467030411e-05,1.979260966694582e-05,6.701212130094514e-06,2.2688389640462854e-06,7.681640492556709e-07,2.600783995337057e-07,8.805511527069751e-08,2.981294617022187e-08,1.009381177477512e-08,3.4174762723167193e-09,1.157059823627232e-09,3.917473974280771e-10,1.3263447598636327e-10,4.490624401252585e-11,1.5203971187098036e-11,5.147630244774621e-12,1.742840525730836e-12,5.900760065688688e-13,1.9978287650974558e-13,6.764077390401386e-14,2.2901233450358978e-14,7.753703325335826e-15,2.625182411577987e-15,8.88811759348547e-16,3.0092626709372236e-16,1.0188503614458885e-16,3.449536223752508e-17,1.1679144071847778e-17,3.954224492897034e-18,1.3387874354522814e-18,0.9712208857142852
1.0,0.3457142857142857,0.11951836734693877,0.041319206997084544,0.014284640133277798,0.004938404160361753,0.0017072768668679203,0.0005902300025457667,0.00020405094373725078,7.054332626344956e-05,2.4387835651078275e-05,8.431223182229917e-06,2.9147943001423427e-06,1.0076860294777814e-06,3.483714559051758e-07,1.2043698904150363e-07,4.163678764006268e-08,1.439443229842167e-08,4.976360880311491e-09,1.720399047193401e-09,5.947665277440043e-10,2.0561928530578433e-10,7.108552434857116e-11,2.4575281274791743e-11,8.496025812142287e-12,2.937197495054905e-12,1.0154311340046957e-12,3.510490491844805e-13,1.2136267128949181e-13,4.195680921722431e-14,1.450506832938326e-14,5.014609336729641e-15,1.7336220849836759e-15,5.993379208086422e-16,2.0719968119384484e-16,7.163188978415778e-17,2.4764167611094547e-17,8.5613265169784e-18,2.959772881583961e-18,1.3852483171428573
1.0,0.35,0.12249999999999998,0.04287499999999999,0.015006249999999995,0.005252187499999998,0.0018382656249999992,0.0006433929687499997,0.0002251875390624999,7.881563867187496e-05,2.7585473535156234e-05,9.654915737304681e-06,3.379220508056638e-06,1.1827271778198232e-06,4.139545122369381e-07,1.4488407928292834e-07,5.070942774902492e-08,1.774829971215872e-08,6.2119048992555514e-09,2.1741667147394428e-09,7.609583501588049e-10,2.663354225555817e-10,9.321739789445359e-11,3.2626089263058756e-11,1.1419131242070565e-11,3.996695934724697e-12,1.3988435771536439e-12,4.895952520037753e-13,1.7135833820132134e-13,5.997541837046247e-14,2.0991396429661863e-14,7.346988750381652e-15,2.571446062633578e-15,9.000061219217522e-16,3.1500214267261327e-16,1.1025074993541463e-16,3.858776247739512e-17,1.3505716867088291e-17,4.727000903480901e-18,1.45587769
1.0,0.3514285714285714,0.12350204081632653,0.04340214577259475,0.015252754085797583,0.005360253578723151,0.0018837462576655644,0.0006620022562653269,0.00023264650720181487,8.175862967378066e-05,2.8732318428214344e-05,1.0097357619058183e-05,3.5484999632690185e-06,1.2470442728059694e-06,4.3824698730038353e-07,1.5401251267984907e-07,5.4124397313204104e-08,1.9020859627211728e-08,6.684473526134407e-09,2.34911498204152e-09,8.255461222603055e-10,2.9012049439433594e-10,1.0195663088715234e-10,3.583047314034211e-11,1.2591851989320226e-11,4.425136556246822e-12,1.5551194183381689e-12,5.465133955874136e-13,1.920604218778625e-13,6.749551968850597e-14,2.371985406196067e-14,8.335834427489035e-15,2.929450384517575e-15,1.0294925637018907e-15,3.61793100958093e-16,1.2714443262241553e-16,4.468218632159174e-17,1.570259690730224e-17,5.51834119885193e-18,0.6776328292857143
1.0,0.35428571428571426,0.12551836734693875,0.044469364431486864,0.015754860541441058,0.00558172202039626,0.001977524372940389,0.000700608634984595,0.0002482156306802565,8.793925201243372e-05,3.115562071297652e-05,1.103799133831168e-05,3.910602645573281e-06,1.3854706515745336e-06,4.908524594149776e-07,1.739020141927349e-07,6.16109993139975e-08,2.1827896899816257e-08,7.733312044506331e-09,2.739801981482243e-09,9.706727020108516e-10,3.4389547156955883e-10,1.2183725278464368e-10,4.316519812941662e-11,1.5292813051564744e-11,5.418025195411509e-12,1.919528926374363e-12,6.800616767726315e-13,2.409361369137323e-13,8.536023136372229e-14,3.024191054029018e-14,1.0714276877131378e-14,3.795915236469402e-15,1.344838540920588e-15,4.764570830690083e-16,1.688019380015915e-16,5.98041151777067e-17,2.1187743662958944e-17,7.506514897734026e-18,0.9431191428571428
1.0,0.3585714285714286,0.12857346938775513,0.0461027725947522,0.016531137030404004,0.005927593420902008,0.0021254656409234345,0.000762131251245403,0.00027327849151799455,9.798985910145234e-05,3.5136363763520774e-05,1.2598896149491022e-05,4.5176041907460665e-06,1.6198837883960898e-06,5.808440441248837e-07,2.0827407867906546e-07,7.468113392635062e-08,2.6778520879305723e-08,9.602012486722482e-09,3.443007334524776e-09,1.2345640585224555e-09,4.426793981273376e-10,1.5873218418565965e-10,5.6916826043715105e-11,2.0408747624246416e-11,7.317993790979787e-12,2.6240234879084664e-12,9.408998506643216e-13,3.3737980359534963e-13,1.2097475814633251e-13,4.3378091849613517e-14,1.555414436321856e-14,5.577271764525513e-15,1.9998503041370058e-15,7.170891804834121e-16,2.5712769185905206e-16,9.219864379517439e-17,3.305979941798396e-17,1.1854299505591392e-17,1.1899420657142858
1.0,0.36857142857142855,0.13584489795918367,0.05006854810495626,0.018453836301541023,0.006801556808282263,0.0025068595093383195,0.0009239567905846949,0.00034054407424407326,0.0001255148159356727,4.626117501629079e-05,1.7050547363147176e-05,6.284344599559959e-06,2.3162298666949563e-06,8.536961508675696e-07,3.146480098911899e-07,1.1597026650275284e-07,4.2743326796728904e-08,1.5753969019365794e-08,5.806462867137678e-09,2.140096313887887e-09,7.887783556901069e-10,2.907211653829251e-10,1.0715151524113525e-10,3.949298704601842e-11,1.455598665410393e-11,5.364920795369735e-12,1.977356521721988e-12,7.287971180061041e-13,2.6861379492224975e-13,9.900337012848633e-14,3.64898135616421e-14,1.3449102712719515e-14,4.956954999830907e-15,1.826991985651963e-15,6.733770461402948e-16,2.481875398631372e-16,9.147483612098486e-17,3.37150110274487e-17,1.2884714582142855
1.0,0.3871428571428571,0.1498795918367347,0.058024813411078714,0.022463892049146186,0.008696735350455165,0.0033668789713904995,0.0013034631446383219,0.0005046264459956932,0.00019536252409261835,7.563320575585652e-05,2.9280855371195882e-05,1.1335874007991547e-05,4.388602651665299e-06,1.6990161694304228e-06,6.577619741652065e-07,2.546478499982442e-07,9.858509621360597e-08,3.816651581983888e-08,1.4775893981680481e-08,5.7203818129077285e-09,2.214604958997135e-09,8.573684912688907e-10,3.319240873340991e-10,1.2850203952505836e-10,4.974864673041545e-11,1.9259833234203696e-11,7.456306866384574e-12,2.8866559439860276e-12,1.117548229743162e-12,4.3265081465770986e-13,1.6749767253177051e-13,6.48455275087283e-14,2.510448279266481e-14,9.719021195445948e-15,3.7626496342369315e-15,1.4566829298260119e-15,5.639443914040703e-16,2.1832704295786148e-16,1.5140307664285715
1.0,0.3942857142857143,0.15546122448979593,0.06129613994169097,0.024168192319866725,0.009529172971833167,0.0037572167717513628,0.0014814168985762515,0.0005841015200100649,0.0002303028850325399,9.080513752711574e-05,3.5803168510691345e-05,1.411667786992973e-05,5.566004417286579e-06,2.1945960273872798e-06,8.652978622269846e-07,3.4117458567806823e-07,1.3452026521020975e-07,5.303941885431127e-08,2.0912685148271303e-08,8.2455730013184e-09,3.251111640519826e-09,1.28186687540496e-09,5.054217965882414e-10,1.9928059408336376e-10,7.857349138144057e-11,3.098040517325371e-11,1.2215131182597178e-11,4.81625172342403e-12,1.898979250950046e-12,7.487403903745896e-13,2.952176396334096e-13,1.164000979126015e-13,4.589489574839716e-14,1.8095701752225167e-14,7.134876690877352e-15,2.81317995240307e-15,1.1091966669474962e-15,4.373404001107271e-16,1.378630115357143
